10,-0.34431,-0.061719,-0.056436,-0.038412,-0.16679,-0.11912,-0.073706,-0.21444,-0.2785,-0.19758,-0.052805,-0.053685,-0.087645,-0.090023,-0.15265,-0.20048,-0.039601,-0.11113
20,-0.35057,-0.062925,-0.057792,-0.039038,-0.16975,-0.12275,-0.075445,-0.2193,-0.28462,-0.20233,-0.053994,-0.054906,-0.089795,-0.09293,-0.15511,-0.20366,-0.040169,-0.11269
30,-0.35706,-0.064178,-0.059215,-0.039685,-0.1728,-0.1266,-0.077268,-0.22438,-0.29102,-0.20732,-0.055237,-0.056183,-0.09205,-0.096023,-0.15765,-0.20694,-0.040754,-0.1143
40,-0.3638,-0.065482,-0.060708,-0.040354,-0.17597,-0.1307,-0.07918,-0.22971,-0.2977,-0.21255,-0.056538,-0.057521,-0.094419,-0.099321,-0.16027,-0.21033,-0.041356,-0.11595
50,-0.37079,-0.066839,-0.062279,-0.041046,-0.17926,-0.13507,-0.08119,-0.23529,-0.30468,-0.21805,-0.057902,-0.058923,-0.096908,-0.10284,-0.16298,-0.21383,-0.041976,-0.11765
60,-0.37805,-0.068253,-0.063931,-0.041762,-0.18267,-0.13973,-0.083303,-0.24114,-0.312,-0.22384,-0.059333,-0.060394,-0.099529,-0.10661,-0.16578,-0.21744,-0.042615,-0.11939
70,-0.3856,-0.069726,-0.065673,-0.042504,-0.18621,-0.14472,-0.085528,-0.24728,-0.31967,-0.22994,-0.060836,-0.061939,-0.10229,-0.11065,-0.16867,-0.22118,-0.043273,-0.12119
80,-0.39345,-0.071264,-0.067512,-0.043272,-0.18989,-0.15008,-0.087875,-0.25374,-0.32771,-0.23638,-0.062416,-0.063564,-0.10521,-0.11499,-0.17167,-0.22505,-0.043952,-0.12305
90,-0.40163,-0.07287,-0.069455,-0.044068,-0.19372,-0.15583,-0.090353,-0.26054,-0.33616,-0.24319,-0.06408,-0.065275,-0.10828,-0.11965,-0.17478,-0.22906,-0.044653,-0.12496
100,-0.41014,-0.074549,-0.071513,-0.044894,-0.19771,-0.16204,-0.092975,-0.26771,-0.34504,-0.2504,-0.065834,-0.067079,-0.11154,-0.12469,-0.17799,-0.23321,-0.045376,-0.12693
110,-0.41902,-0.076306,-0.073694,-0.045751,-0.20186,-0.16874,-0.095751,-0.27527,-0.35439,-0.25804,-0.067687,-0.068984,-0.11499,-0.13013,-0.18133,-0.23751,-0.046123,-0.12897
120,-0.42829,-0.078145,-0.07601,-0.046642,-0.20619,-0.17601,-0.098697,-0.28326,-0.36425,-0.26616,-0.069646,-0.070998,-0.11866,-0.13602,-0.1848,-0.24197,-0.046894,-0.13106
130,-0.43796,-0.080074,-0.078475,-0.047568,-0.21071,-0.1839,-0.10183,-0.29172,-0.37464,-0.27479,-0.07172,-0.07313,-0.12255,-0.14241,-0.18839,-0.2466,-0.047692,-0.13323
140,-0.44808,-0.082098,-0.081102,-0.048531,-0.21543,-0.19251,-0.10516,-0.30069,-0.38563,-0.284,-0.073921,-0.075392,-0.12669,-0.14936,-0.19213,-0.25141,-0.048516,-0.13547
150,-0.45867,-0.084225,-0.083909,-0.049534,-0.22036,-0.20193,-0.10872,-0.3102,-0.39725,-0.29383,-0.076259,-0.077794,-0.1311,-0.15692,-0.19601,-0.2564,-0.04937,-0.13779
160,-0.46976,-0.086462,-0.086912,-0.050579,-0.22552,-0.21228,-0.11253,-0.32032,-0.40957,-0.30436,-0.078749,-0.080351,-0.13582,-0.16516,-0.20006,-0.2616,-0.050254,-0.14018
170,-0.48138,-0.088818,-0.090135,-0.051669,-0.23093,-0.22368,-0.11661,-0.3311,-0.42263,-0.31565,-0.081405,-0.083076,-0.14086,-0.17414,-0.20427,-0.267,-0.05117,-0.14266
180,-0.49359,-0.091302,-0.093601,-0.052807,-0.2366,-0.23629,-0.12099,-0.3426,-0.43652,-0.32779,-0.084243,-0.085987,-0.14627,-0.18392,-0.20866,-0.27263,-0.05212,-0.14523
190,-0.50641,-0.093925,-0.097337,-0.053995,-0.24256,-0.2503,-0.1257,-0.3549,-0.45129,-0.34089,-0.087284,-0.089102,-0.15207,-0.19453,-0.21323,-0.2785,-0.053106,-0.14788
200,-0.5199,-0.096699,-0.10138,-0.055238,-0.24881,-0.26593,-0.1308,-0.36808,-0.46704,-0.35504,-0.090549,-0.092444,-0.1583,-0.20598,-0.21801,-0.28462,-0.054129,-0.15064
210,-0.53411,-0.099635,-0.10576,-0.056539,-0.2554,-0.28342,-0.13632,-0.38222,-0.48384,-0.37038,-0.094064,-0.096035,-0.16502,-0.21818,-0.22301,-0.29102,-0.055191,-0.1535
220,-0.54909,-0.10275,-0.11052,-0.057903,-0.26234,-0.30307,-0.14231,-0.39743,-0.50181,-0.38706,-0.097858,-0.099905,-0.17227,-0.23092,-0.22823,-0.2977,-0.056297,-0.15647
230,-0.5649,-0.10606,-0.11572,-0.059334,-0.26966,-0.32519,-0.14885,-0.41382,-0.52105,-0.40526,-0.10196,-0.10408,-0.18009,-0.24372,-0.2337,-0.30468,-0.057446,-0.15955
240,-0.58163,-0.10957,-0.12141,-0.060837,-0.2774,-0.3501,-0.156,-0.43154,-0.54168,-0.42518,-0.10642,-0.10861,-0.18855,-0.25565,-0.23942,-0.312,-0.058643,-0.16275
250,-0.59933,-0.11332,-0.12766,-0.062417,-0.28559,-0.37802,-0.16386,-0.45072,-0.56383,-0.44706,-0.11128,-0.11352,-0.19771,-0.265,-0.24543,-0.31967,-0.059891,-0.16608
260,-0.6181,-0.11732,-0.13456,-0.064081,-0.29427,-0.40898,-0.17252,-0.47154,-0.58765,-0.47119,-0.11659,-0.11887,-0.20761,-0.26875,-0.25174,-0.32771,-0.061192,-0.16955
270,-0.63803,-0.1216,-0.14221,-0.065835,-0.30348,-0.44233,-0.18212,-0.49419,-0.61327,-0.49791,-0.12241,-0.12471,-0.21832,-0.26193,-0.25838,-0.33616,-0.06255,-0.17317
280,-0.65922,-0.12618,-0.15073,-0.067687,-0.31328,-0.47603,-0.19282,-0.51887,-0.64086,-0.52759,-0.12883,-0.1311,-0.22985,-0.23721,-0.26536,-0.34504,-0.063969,-0.17693
290,-0.68179,-0.13109,-0.16025,-0.069646,-0.32372,-0.50484,-0.20478,-0.54581,-0.67056,-0.56072,-0.13593,-0.13812,-0.24221,-0.18607,-0.27271,-0.35439,-0.065453,-0.18086
300,-0.70585,-0.13638,-0.17094,-0.07172,-0.33486,-0.51715,-0.21826,-0.57525,-0.70249,-0.59781,-0.14382,-0.14585,-0.25534,-0.10419,-0.28047,-0.36425,-0.067007,-0.18497
310,-0.73156,-0.14207,-0.18301,-0.073921,-0.34679,-0.49107,-0.23352,-0.60744,-0.73674,-0.63948,-0.15263,-0.15437,-0.26907,0,-0.28867,-0.37464,-0.068635,-0.18926
320,-0.75906,-0.14821,-0.19669,-0.076259,-0.35957,-0.39763,-0.25091,-0.64259,-0.77329,-0.68635,-0.16252,-0.16378,-0.28304,0.10419,-0.29734,-0.38563,-0.070342,-0.19375
330,-0.78852,-0.15485,-0.21223,-0.078748,-0.37331,-0.2248,-0.27084,-0.68085,-0.81199,-0.73902,-0.17368,-0.17419,-0.29657,0.18607,-0.30653,-0.39725,-0.072136,-0.19844
340,-0.82012,-0.16204,-0.22993,-0.081402,-0.3881,0,-0.29382,-0.72217,-0.8524,-0.79786,-0.18635,-0.18568,-0.30843,0.23721,-0.31627,-0.40957,-0.074021,-0.20337
350,-0.85405,-0.16983,-0.24999,-0.08424,-0.40408,0.2248,-0.32043,-0.76619,-0.89362,-0.86253,-0.20079,-0.19831,-0.31655,0.26193,-0.32662,-0.42263,-0.076006,-0.20854
360,-0.89052,-0.17828,-0.27248,-0.08728,-0.42139,0.39763,-0.35125,-0.81188,-0.93402,-0.93095,-0.21731,-0.21204,-0.31745,0.26875,-0.33763,-0.43652,-0.078098,-0.21396
370,-0.92971,-0.18744,-0.29694,-0.090543,-0.44018,0.49107,-0.38665,-0.85702,-0.97076,-0.99707,-0.23623,-0.22665,-0.30567,0.265,-0.34936,-0.45129,-0.080306,-0.21967
380,-0.97183,-0.19737,-0.32165,-0.094056,-0.46065,0.51715,-0.4262,-0.89717,-0.99917,-1.046,-0.25782,-0.24158,-0.27345,0.25565,-0.36188,-0.46704,-0.08264,-0.22568
390,-1.017,-0.20809,-0.34184,-0.097846,-0.48302,0.50484,-0.46701,-0.9242,-1.012,-1.0457,-0.28205,-0.25551,-0.21219,0.24372,-0.37526,-0.48384,-0.08511,-0.23201
400,-1.0653,-0.21959,-0.34586,-0.10195,-0.50755,0.47603,-0.49959,-0.92415,-0.99899,-0.94475,-0.3081,-0.26576,-0.11791,0.23092,-0.38959,-0.50181,-0.087729,-0.23868
410,-1.1167,-0.2318,-0.30877,-0.1064,-0.53454,0.44233,-0.49949,-0.87623,-0.94758,-0.71135,-0.33307,-0.26722,0,0.21818,-0.40494,-0.52105,-0.090509,-0.24574
420,-1.1707,-0.24451,-0.19404,-0.11125,-0.56434,0.40898,-0.4233,-0.75793,-0.84659,-0.37795,-0.34922,-0.25101,0.11791,0.20598,-0.42143,-0.54168,-0.093466,-0.2532
430,-1.2266,-0.25729,0,-0.11655,-0.59736,0.37802,-0.24471,-0.55993,-0.69184,0,-0.33995,-0.2046,0.21219,0.19453,-0.43916,-0.56383,-0.096616,-0.2611
440,-1.2829,-0.26934,0.19404,-0.12236,-0.63407,0.3501,0,-0.29708,-0.48942,0.37795,-0.28102,-0.11817,0.27345,0.18392,-0.45824,-0.58765,-0.099979,-0.26948
450,-1.3366,-0.27925,0.30877,-0.12875,-0.67498,0.32519,0.24471,0,-0.25322,0.71135,-0.16074,0,0.30567,0.17414,-0.47879,-0.61327,-0.10357,-0.27837
460,-1.3834,-0.28463,0.34586,-0.13582,-0.72069,0.30307,0.4233,0.29708,0,0.94475,0,0.11817,0.31745,0.16516,-0.50093,-0.64086,-0.10743,-0.28783
470,-1.4157,-0.2818,0.34184,-0.14367,-0.77176,0.28342,0.49949,0.55993,0.25322,1.0457,0.16074,0.2046,0.31655,0.15692,-0.52477,-0.67056,-0.11157,-0.2979
480,-1.4234,-0.26566,0.32165,-0.15243,-0.82866,0.26593,0.49959,0.75793,0.48942,1.046,0.28102,0.25101,0.30843,0.14936,-0.5504,-0.70249,-0.11602,-0.30864
490,-1.3937,-0.23052,0.29694,-0.16223,-0.89152,0.2503,0.46701,0.87623,0.69184,0.99707,0.33995,0.26722,0.29657,0.14241,-0.57785,-0.73674,-0.12083,-0.3201
500,-1.3148,-0.17249,0.27248,-0.17326,-0.95961,0.23629,0.4262,0.92415,0.84659,0.93095,0.34922,0.26576,0.28304,0.13602,-0.60708,-0.77329,-0.12602,-0.33235
510,-1.1817,-0.092876,0.24999,-0.18571,-1.0302,0.22368,0.38665,0.9242,0.94758,0.86253,0.33307,0.25551,0.26907,0.13013,-0.63788,-0.81199,-0.13166,-0.34546
520,-0.99899,0,0.22993,-0.19981,-1.0963,0.21228,0.35125,0.89717,0.99899,0.79786,0.3081,0.24158,0.25534,0.12469,-0.66978,-0.8524,-0.13778,-0.3595
530,-0.77787,0.092876,0.21223,-0.21575,-1.1418,0.20193,0.32043,0.85702,1.012,0.73902,0.28205,0.22665,0.24221,0.11965,-0.70185,-0.89362,-0.14445,-0.37454
540,-0.53095,0.17249,0.19669,-0.23369,-1.1332,0.19251,0.29382,0.81188,0.99917,0.68635,0.25782,0.21204,0.22985,0.11499,-0.73246,-0.93402,-0.15173,-0.39067
550,-0.26891,0.23052,0.18301,-0.25352,-1.0181,0.1839,0.27084,0.76619,0.97076,0.63948,0.23623,0.19831,0.21832,0.11065,-0.75879,-0.97076,-0.15971,-0.40795
560,0,0.26566,0.17094,-0.27451,-0.76445,0.17601,0.25091,0.72217,0.93402,0.59781,0.21731,0.18568,0.20761,0.10661,-0.77628,-0.99917,-0.16846,-0.42645
570,0.26891,0.2818,0.16025,-0.29447,-0.40588,0.16874,0.23352,0.68085,0.89362,0.56072,0.20079,0.17419,0.19771,0.10284,-0.77787,-1.012,-0.17808,-0.4462
580,0.53095,0.28463,0.15073,-0.30822,0,0.16204,0.21826,0.64259,0.8524,0.52759,0.18635,0.16378,0.18855,0.099321,-0.75367,-0.99899,-0.18865,-0.46721
590,0.77787,0.27925,0.14221,-0.3058,0.40588,0.15583,0.20478,0.60744,0.81199,0.49791,0.17368,0.15437,0.18009,0.096023,-0.69184,-0.94758,-0.20028,-0.48941
600,0.99899,0.26934,0.13456,-0.27426,0.76445,0.15008,0.19282,0.57525,0.77329,0.47119,0.16252,0.14585,0.17227,0.09293,-0.58235,-0.84659,-0.21303,-0.5126
610,1.1817,0.25729,0.12766,-0.20686,1.0181,0.14472,0.18212,0.54581,0.73674,0.44706,0.15263,0.13812,0.16502,0.090023,-0.42293,-0.69184,-0.22691,-0.5364
620,1.3148,0.24451,0.12141,-0.11061,1.1332,0.13973,0.17252,0.51887,0.70249,0.42518,0.14382,0.1311,0.1583,0.087287,-0.22271,-0.48942,-0.24184,-0.56015
630,1.3937,0.2318,0.11572,0,1.1418,0.13507,0.16386,0.49419,0.67056,0.40526,0.13593,0.12471,0.15207,0.084707,0,-0.25322,-0.25749,-0.58267
640,1.4234,0.21959,0.11052,0.11061,1.0963,0.1307,0.156,0.47154,0.64086,0.38706,0.12883,0.11887,0.14627,0.082271,0.22271,0,-0.27312,-0.60204
650,1.4157,0.20809,0.10576,0.20686,1.0302,0.1266,0.14885,0.45072,0.61327,0.37038,0.12241,0.11352,0.14086,0.079968,0.42293,0.25322,-0.28717,-0.61522
660,1.3834,0.19737,0.10138,0.27426,0.95961,0.12275,0.14231,0.43154,0.58765,0.35504,0.11659,0.10861,0.13582,0.077787,0.58235,0.48942,-0.29659,-0.61747
670,1.3366,0.18744,0.097337,0.3058,0.89152,0.11912,0.13632,0.41382,0.56383,0.34089,0.11128,0.10408,0.1311,0.07572,0.69184,0.69184,-0.29582,-0.6019
680,1.2829,0.17828,0.093601,0.30822,0.82866,0.1157,0.1308,0.39743,0.54168,0.32779,0.10642,0.099905,0.12669,0.073757,0.75367,0.84659,-0.27549,-0.55928
690,1.2266,0.16983,0.090135,0.29447,0.77176,0.11246,0.1257,0.38222,0.52105,0.31565,0.10196,0.096035,0.12255,0.071891,0.77787,0.94758,-0.22273,-0.47945
700,1.1707,0.16204,0.086912,0.27451,0.72069,0.1094,0.12099,0.36808,0.50181,0.30436,0.097858,0.092444,0.11866,0.070116,0.77628,0.99899,-0.12788,-0.35554
710,1.1167,0.15485,0.083909,0.25352,0.67498,0.1065,0.11661,0.3549,0.48384,0.29383,0.094064,0.089102,0.11499,0.068424,0.75879,1.012,0,-0.19039
720,1.0653,0.14821,0.081102,0.23369,0.63407,0.10375,0.11253,0.3426,0.46704,0.284,0.090549,0.085987,0.11154,0.066811,0.73246,0.99917,0.12788,0
730,1.017,0.14207,0.078475,0.21575,0.59736,0.10114,0.10872,0.3311,0.45129,0.27479,0.087284,0.083076,0.10828,0.065271,0.70185,0.97076,0.22273,0.19039
740,0.97183,0.13638,0.07601,0.19981,0.56434,0.098653,0.10516,0.32032,0.43652,0.26616,0.084243,0.080351,0.10521,0.063799,0.66978,0.93402,0.27549,0.35554
750,0.92971,0.13109,0.073694,0.18571,0.53454,0.096285,0.10183,0.3102,0.42263,0.25804,0.081405,0.077794,0.10229,0.062391,0.63788,0.89362,0.29582,0.47945
760,0.89052,0.12618,0.071513,0.17326,0.50755,0.094027,0.098697,0.30069,0.40957,0.2504,0.078749,0.075392,0.099529,0.061043,0.60708,0.8524,0.29659,0.55928
770,0.85405,0.1216,0.069455,0.16223,0.48302,0.091872,0.095751,0.29172,0.39725,0.24319,0.076259,0.07313,0.096908,0.059751,0.57785,0.81199,0.28717,0.6019
780,0.82012,0.11732,0.067512,0.15243,0.46065,0.089813,0.092975,0.28326,0.38563,0.23638,0.073921,0.070998,0.094419,0.058512,0.5504,0.77329,0.27312,0.61747
790,0.78852,0.11332,0.065673,0.14367,0.44018,0.087844,0.090353,0.27527,0.37464,0.22994,0.07172,0.068984,0.09205,0.057323,0.52477,0.73674,0.25749,0.61522
800,0.75906,0.10957,0.063931,0.13582,0.42139,0.085958,0.087875,0.26771,0.36425,0.22384,0.069646,0.067079,0.089795,0.056181,0.50093,0.70249,0.24184,0.60204
810,0.73156,0.10606,0.062279,0.12875,0.40408,0.084151,0.085528,0.26054,0.35439,0.21805,0.067687,0.065275,0.087645,0.055082,0.47879,0.67056,0.22691,0.58267
820,0.70585,0.10275,0.060708,0.12236,0.3881,0.082418,0.083303,0.25374,0.34504,0.21255,0.065834,0.063564,0.085594,0.054026,0.45824,0.64086,0.21303,0.56015
830,0.68179,0.099635,0.059215,0.11655,0.37331,0.080755,0.08119,0.24728,0.33616,0.20732,0.06408,0.061939,0.083635,0.053008,0.43916,0.61327,0.20028,0.5364
840,0.65922,0.096699,0.057792,0.11125,0.35957,0.079157,0.07918,0.24114,0.32771,0.20233,0.062416,0.060394,0.081761,0.052028,0.42143,0.58765,0.18865,0.5126
850,0.63803,0.093925,0.056436,0.1064,0.34679,0.077621,0.077268,0.23529,0.31967,0.19758,0.060836,0.058923,0.079968,0.051084,0.40494,0.56383,0.17808,0.48941
860,0.6181,0.091302,0.055142,0.10195,0.33486,0.076143,0.075445,0.22971,0.312,0.19305,0.059333,0.057521,0.078251,0.050172,0.38959,0.54168,0.16846,0.46721
870,0.59933,0.088818,0.053905,0.097846,0.32372,0.07472,0.073706,0.22438,0.30468,0.18872,0.057902,0.056183,0.076605,0.049292,0.37526,0.52105,0.15971,0.4462
880,0.58163,0.086462,0.052722,0.094056,0.31328,0.073349,0.072045,0.2193,0.2977,0.18457,0.056538,0.054906,0.075025,0.048442,0.36188,0.50181,0.15173,0.42645
890,0.5649,0.084225,0.05159,0.090543,0.30348,0.072027,0.070457,0.21444,0.29102,0.18061,0.055237,0.053685,0.073508,0.047621,0.34936,0.48384,0.14445,0.40795
900,0.54909,0.082098,0.050505,0.08728,0.29427,0.070752,0.068937,0.20978,0.28462,0.17681,0.053994,0.052516,0.072051,0.046827,0.33763,0.46704,0.13778,0.39067
910,0.53411,0.080074,0.049464,0.08424,0.28559,0.069521,0.067481,0.20532,0.2785,0.17316,0.052805,0.051397,0.070649,0.046059,0.32662,0.45129,0.13166,0.37454
920,0.5199,0.078145,0.048465,0.081402,0.2774,0.068332,0.066085,0.20105,0.27263,0.16967,0.051668,0.050324,0.0693,0.045315,0.31627,0.43652,0.12602,0.3595
930,0.50641,0.076306,0.047506,0.078748,0.26966,0.067183,0.064745,0.19694,0.267,0.16631,0.050578,0.049294,0.068001,0.044595,0.30653,0.42263,0.12083,0.34546
940,0.49359,0.074549,0.046584,0.076259,0.26234,0.066071,0.063459,0.193,0.2616,0.16308,0.049533,0.048305,0.066749,0.043897,0.29734,0.40957,0.11602,0.33235
950,0.48138,0.07287,0.045696,0.073921,0.2554,0.064996,0.062222,0.18921,0.2564,0.15997,0.04853,0.047355,0.065542,0.043221,0.28867,0.39725,0.11157,0.3201
960,0.46976,0.071264,0.044842,0.07172,0.24881,0.063955,0.061033,0.18557,0.25141,0.15698,0.047567,0.046441,0.064378,0.042565,0.28047,0.38563,0.10743,0.30864
970,0.45867,0.069726,0.044019,0.069646,0.24256,0.062946,0.059888,0.18206,0.2466,0.15409,0.046641,0.045562,0.063253,0.041928,0.27271,0.37464,0.10357,0.2979
980,0.44808,0.068253,0.043225,0.067687,0.2366,0.061969,0.058785,0.17869,0.24197,0.15131,0.04575,0.044715,0.062167,0.041311,0.26536,0.36425,0.099979,0.28783
990,0.43796,0.066839,0.042459,0.065835,0.23093,0.061022,0.057722,0.17543,0.23751,0.14863,0.044893,0.043899,0.061117,0.04071,0.25838,0.35439,0.096616,0.27837
1000,0.42829,0.065482,0.04172,0.064081,0.22552,0.060103,0.056696,0.17229,0.23321,0.14605,0.044067,0.043112,0.060101,0.040127,0.25174,0.34504,0.093466,0.26948
